# MA0,MH0,MHch,lam2,laml
2.900234e+02,5.176115e+01,1.334321e+02,1.747887e+00,2.218519e+00
1.225782e+02,8.658504e+01,2.799462e+03,4.634400e-01,3.280031e+00
1.016833e+02,9.314711e+01,1.281729e+03,5.484110e+00,-4.182699e+00
5.529304e+01,2.490448e+02,7.560491e+02,1.461891e+00,-3.875408e+00
6.882407e+01,1.587192e+02,1.263886e+03,-1.302666e-01,2.563675e+00
1.018181e+02,2.379441e+02,2.637434e+03,-6.002332e+00,-4.423123e+00
2.394601e+02,7.624296e+01,1.236406e+03,-5.657919e+00,-2.131859e+00
5.245389e+01,2.277818e+02,2.869207e+03,3.138088e+00,-5.067890e+00
2.434061e+02,6.122718e+01,2.721882e+03,1.907726e+00,5.001897e+00
1.581356e+02,9.502852e+01,6.141592e+02,4.202096e+00,5.677238e+00
2.114416e+02,8.825548e+01,2.565302e+03,-3.920673e+00,-5.964241e+00
1.670052e+02,5.745172e+01,6.504369e+02,-1.963387e+00,-1.306494e+00
3.179347e+02,5.125085e+01,1.181772e+03,-2.259690e+00,4.442179e+00
1.410934e+02,1.152766e+02,2.381879e+03,7.526496e-01,-1.515433e+00
2.058586e+02,6.229440e+01,6.966159e+02,5.016452e+00,3.872955e+00
2.388799e+02,8.961512e+01,8.217155e+02,-7.958443e-01,9.471530e-01
1.681145e+02,7.269893e+01,1.686700e+03,1.585771e-01,2.531629e+00
1.370951e+02,1.137083e+02,1.439977e+03,2.883015e+00,1.997935e+00
2.110756e+02,1.093440e+02,1.120512e+03,4.443556e+00,-5.001318e+00
2.193419e+02,1.003072e+02,1.819262e+03,1.091981e+00,-6.764396e-01
5.737287e+01,2.343876e+02,2.121043e+03,4.855872e+00,4.902242e+00
2.403281e+02,7.705788e+01,2.393878e+02,3.221949e+00,-4.644610e+00
1.832358e+02,6.762543e+01,2.043934e+03,-1.431570e+00,2.523777e+00
1.451994e+02,1.199334e+02,1.847473e+03,3.026903e+00,3.775535e+00
2.757616e+02,5.400442e+01,1.567463e+03,1.401823e+00,1.414109e+00
1.440127e+02,1.718916e+02,9.838657e+02,-2.884219e+00,-5.876929e+00
2.086276e+02,5.844789e+01,1.482114e+03,2.719361e+00,-5.278547e+00
2.603182e+02,1.169215e+02,2.010379e+03,2.513482e+00,4.720992e+00
1.657743e+02,1.930086e+02,2.674442e+03,6.240267e-01,-1.057705e+00
1.056206e+02,1.942988e+02,1.288324e+03,4.385554e+00,5.846660e+00
8.460397e+01,2.028085e+02,2.818248e+03,5.794289e+00,4.796487e+00
1.711581e+02,1.123210e+02,2.224504e+03,-4.928503e+00,1.500788e+00
2.865062e+02,6.741781e+01,1.150265e+03,5.231461e+00,4.890607e+00
1.779459e+02,1.336558e+02,1.292608e+03,5.149365e+00,1.045993e+00
1.100604e+02,1.500074e+02,2.774430e+03,2.251696e-01,2.805541e-01
7.778673e+01,1.142604e+02,4.101926e+02,3.842313e+00,-5.909279e+00
1.775824e+02,1.395516e+02,2.832418e+02,-1.744379e+00,2.894200e+00
1.400808e+02,1.778759e+02,2.176972e+03,1.073046e+00,-4.886604e+00
2.453546e+02,8.597126e+01,3.170989e+02,-9.563685e-01,-1.067120e+00
5.875518e+01,3.146941e+02,2.791495e+03,6.034541e+00,1.810102e+00
1.849264e+02,1.118551e+02,2.641273e+03,-4.239951e+00,-1.976349e-01
1.788119e+02,1.314851e+02,5.441273e+02,-2.307799e+00,1.035743e+00
2.085385e+02,9.664359e+01,2.235338e+03,5.021169e+00,-1.521312e+00
1.777796e+02,1.843061e+02,2.039503e+03,-3.500305e+00,-1.686068e+00
5.637749e+01,1.883793e+02,9.006955e+02,-4.250289e+00,8.218126e-01
1.855113e+02,6.362660e+01,2.830849e+03,4.717204e+00,-4.486229e+00
6.068291e+01,3.059289e+02,2.039050e+03,-5.075865e+00,5.717522e+00
1.701794e+02,1.471993e+02,2.894303e+03,-1.740044e+00,-4.660763e+00
2.474169e+02,6.343322e+01,3.980989e+02,5.274150e+00,-2.730635e+00
1.155073e+02,2.160526e+02,1.278117e+03,4.961329e+00,3.071879e+00
2.836579e+02,8.719165e+01,1.939937e+02,5.999796e+00,-5.795361e+00
8.228070e+01,1.738407e+02,3.390769e+02,-6.232698e+00,-1.394431e+00
8.640473e+01,2.628203e+02,1.569843e+03,5.616959e+00,5.421649e-01
1.138830e+02,2.184003e+02,4.462202e+02,-2.222976e+00,9.563436e-01
1.813104e+02,8.845990e+01,1.746181e+03,3.270361e+00,5.664362e+00
1.270948e+02,1.764894e+02,1.779710e+03,-2.196838e+00,4.552658e+00
2.229091e+02,8.312591e+01,2.099998e+03,1.867066e+00,-5.941591e+00
1.186847e+02,1.208436e+02,6.920195e+02,-2.655362e+00,4.775078e+00
3.536157e+02,5.498615e+01,2.073642e+02,-4.095075e+00,5.283143e-01
5.258287e+01,3.300804e+02,2.147161e+03,2.545369e+00,-6.112983e+00
1.121274e+02,1.991803e+02,1.013225e+03,1.038475e-01,-3.383856e+00
1.982441e+02,1.099363e+02,1.373507e+03,1.881969e+00,-4.538894e+00
1.567354e+02,1.466267e+02,2.153389e+03,-4.504365e+00,3.215378e+00
6.973296e+01,1.079692e+02,2.103363e+03,-1.284909e+00,1.091416e+00
2.272935e+02,5.645523e+01,5.917910e+02,-5.991365e+00,4.621975e+00
1.445677e+02,1.739602e+02,2.454702e+03,1.349043e+00,4.421556e+00
1.694951e+02,1.340820e+02,1.094358e+03,2.021669e+00,-1.340018e+00
7.013258e+01,3.302053e+02,1.600413e+03,6.103330e+00,-6.157236e+00
2.356302e+02,7.046990e+01,1.986718e+03,-2.513463e-01,-3.155666e+00
1.455417e+02,1.711897e+02,2.924760e+03,5.332816e+00,6.410967e-01
6.687779e+01,1.927243e+02,8.879467e+02,-4.470301e+00,3.519471e+00
9.244012e+01,8.137180e+01,3.076361e+02,-6.271977e+00,1.683471e+00
1.549048e+02,1.762217e+02,1.385652e+03,-4.297870e+00,3.809292e+00
6.688582e+01,2.246892e+02,1.893913e+03,-2.529555e+00,-3.883614e+00
9.576230e+01,2.080987e+02,1.258562e+03,4.384481e+00,1.032111e+00
1.086278e+02,1.825428e+02,1.264303e+03,-2.391457e+00,-5.347808e+00
1.493304e+02,1.933158e+02,2.882553e+03,3.076409e-02,2.510252e+00
1.650721e+02,1.208576e+02,7.924831e+02,-3.689655e+00,3.067102e+00
2.385630e+02,9.850040e+01,7.769114e+02,5.065989e+00,-2.188507e-01
1.277747e+02,1.573612e+02,4.174551e+02,3.246466e+00,-6.963174e-01
1.467438e+02,2.368944e+02,9.653008e+02,-5.347247e+00,-4.487844e+00
9.505116e+01,1.393377e+02,4.616701e+02,-9.483075e-01,4.463278e+00
1.245963e+02,2.116430e+02,2.393330e+03,4.791777e+00,-4.852178e+00
8.198155e+01,3.154174e+02,1.174110e+02,2.453104e+00,-1.394463e+00
9.425457e+01,2.914085e+02,6.010207e+02,-2.967067e+00,5.791719e+00
1.063066e+02,2.207730e+02,1.091559e+03,-4.476228e+00,-4.449434e+00
5.011276e+01,2.670930e+02,2.311357e+02,-4.166655e+00,1.087973e+00
1.649688e+02,1.338280e+02,1.626581e+02,7.725488e-01,5.225940e+00
2.456604e+02,9.515091e+01,8.383893e+02,-5.003163e+00,-2.070813e+00
2.124518e+02,1.529551e+02,9.102108e+02,-2.805196e+00,6.111264e-02
5.798804e+01,1.873911e+02,5.194451e+02,-6.221179e+00,3.610206e+00
1.986958e+02,2.384765e+02,8.217412e+02,4.431485e+00,-4.079970e+00
2.117936e+02,1.239519e+02,1.302007e+02,6.211694e+00,-1.998818e+00
7.213470e+01,2.109987e+02,9.194674e+02,6.025660e+00,-2.101331e-02
7.780921e+01,2.118090e+02,1.482700e+03,6.109082e+00,-5.578658e+00
1.633281e+02,2.319349e+02,7.768101e+01,9.988349e-01,2.491412e+00
6.860904e+01,3.237701e+02,1.487126e+03,9.485757e-02,-4.743374e+00
1.061960e+02,2.409073e+02,1.088838e+03,-1.175539e+00,4.538410e+00
8.339761e+01,2.526158e+02,9.570624e+02,-1.443161e+00,4.414932e+00
1.092719e+02,2.086806e+02,7.780853e+02,5.533455e+00,1.444679e+00
1.092885e+02,1.669762e+02,1.385416e+02,1.306192e+00,2.381285e+00
2.127614e+02,1.513764e+02,2.114340e+03,-9.892883e-02,3.223097e+00
7.260546e+01,9.715431e+01,1.466886e+03,-7.600071e-01,1.453539e+00
1.581857e+02,1.144500e+02,1.731216e+03,3.845307e+00,2.330149e+00
1.219775e+02,2.879567e+02,1.264281e+03,3.995781e+00,4.444240e+00
2.066364e+02,1.646694e+02,2.944141e+02,-4.512185e+00,-4.629182e-01
1.548562e+02,1.900247e+02,1.065143e+03,2.756593e+00,5.172006e+00
1.524028e+02,9.486468e+01,2.903824e+03,-4.428963e+00,-4.299781e+00
1.202747e+02,1.878215e+02,1.738721e+03,-2.353615e+00,3.722172e+00
2.214516e+02,9.419916e+01,1.976500e+03,3.777005e-01,4.829938e+00
2.082280e+02,7.930373e+01,4.106695e+02,-4.866205e+00,4.583881e-01
3.087726e+02,9.246208e+01,1.634232e+03,5.868625e+00,5.293542e+00
8.703721e+01,1.980613e+02,1.380612e+03,5.995247e+00,-4.125707e+00
1.255908e+02,2.241859e+02,2.607649e+03,6.152115e+00,-4.374714e+00
1.419548e+02,1.557990e+02,2.146346e+03,-3.241375e+00,3.073798e+00
2.427554e+02,1.200223e+02,1.824355e+03,2.754338e+00,-3.436359e-01
2.831464e+02,8.144452e+01,8.209257e+02,-1.677759e+00,2.124624e+00
1.002832e+02,2.164749e+02,1.158836e+02,4.477866e+00,1.885470e-01
1.651161e+02,2.916637e+02,1.803406e+03,5.109403e+00,-1.226057e+00
2.750835e+02,1.527955e+02,8.711595e+02,5.527402e+00,-1.425323e+00
2.136629e+02,1.277192e+02,3.626924e+02,-4.181968e+00,-7.343335e-01
2.261753e+02,9.004367e+01,1.009257e+03,-3.233354e+00,4.159843e+00
2.753680e+02,8.046525e+01,3.344816e+02,-4.711781e+00,-4.962587e-01
6.179667e+01,3.207164e+02,2.870480e+03,-1.781773e+00,-4.377672e+00
6.550984e+01,3.605699e+02,1.215970e+03,-2.309615e+00,3.220121e+00
6.970711e+01,3.071245e+02,1.293163e+03,-5.567448e+00,4.676168e+00
2.833486e+02,6.551967e+01,1.858341e+03,4.101212e+00,3.359782e+00
3.372281e+02,6.772845e+01,2.892860e+03,5.902911e+00,-1.424028e+00
2.190612e+02,1.125929e+02,2.423813e+03,3.705186e+00,1.582422e+00
2.548388e+02,1.355334e+02,2.790408e+03,-5.201124e+00,-2.005124e+00
6.256657e+01,3.277713e+02,1.182157e+03,5.157445e+00,-6.172889e+00
2.567882e+02,1.084984e+02,2.337099e+03,4.637644e+00,3.972412e+00
1.900186e+02,1.741407e+02,1.771138e+03,8.836700e-01,-4.955830e+00
1.077710e+02,1.801574e+02,2.150118e+03,-8.694402e-01,5.745462e+00
5.945113e+01,3.673692e+02,1.548245e+03,3.704638e+00,-3.520867e+00
1.954627e+02,2.061788e+02,2.285584e+02,1.425861e+00,1.029315e+00
2.701990e+02,1.152213e+02,1.547298e+03,-5.060627e+00,-3.304058e+00
2.374680e+02,1.039203e+02,2.082418e+02,-3.277397e+00,-4.164246e+00
1.152700e+02,1.429716e+02,1.155098e+03,6.949901e-02,-5.801069e+00
1.049350e+02,1.783174e+02,2.623534e+03,4.817683e+00,-4.640825e+00
1.084499e+02,3.093678e+02,9.142621e+02,4.294096e+00,2.796193e+00
2.405377e+02,1.053573e+02,4.864239e+02,-2.854533e+00,5.479099e+00
9.397222e+01,1.609105e+02,6.621083e+02,-2.382161e+00,5.052890e-01
1.651000e+02,2.640827e+02,1.172163e+03,3.252459e+00,4.124127e+00
1.499955e+02,1.961556e+02,9.205322e+02,6.220393e+00,-6.132194e-01
2.325652e+02,8.226814e+01,2.234541e+03,-1.510583e-02,-5.806472e+00
6.741800e+01,2.613847e+02,7.795292e+02,-4.991340e+00,1.803803e+00
2.275098e+02,2.208575e+02,2.921972e+03,2.695106e+00,-3.788992e+00
1.600753e+02,1.363249e+02,5.313532e+02,1.972254e+00,-4.043675e+00
1.826750e+02,1.323586e+02,5.591024e+02,2.921952e+00,-2.478366e+00
2.061072e+02,1.804737e+02,8.179080e+02,2.193613e+00,5.520202e+00
1.414155e+02,2.543873e+02,1.352522e+03,-2.775694e+00,-5.116819e+00
1.169612e+02,2.044670e+02,4.033392e+02,6.842756e-01,1.150779e+00
3.441387e+02,5.140419e+01,2.578059e+03,-3.436594e+00,4.535698e+00
2.025690e+02,1.730992e+02,2.708804e+03,4.631488e+00,4.927706e+00
7.618478e+01,1.000896e+02,2.786270e+03,1.489101e-01,4.021316e+00
8.737886e+01,3.048468e+02,1.165898e+03,1.082008e-01,4.877612e+00
3.288696e+02,9.267586e+01,1.435777e+03,2.802031e+00,4.725688e+00
1.573490e+02,2.543991e+02,3.415927e+02,-7.433146e-01,4.485903e+00
1.766137e+02,1.296683e+02,1.311994e+02,3.204972e+00,1.100848e+00
2.984332e+02,6.675578e+01,2.847404e+03,-5.774364e+00,-3.466432e-01
1.111595e+02,7.654996e+01,1.882466e+03,2.128039e+00,5.779303e+00
8.285574e+01,3.690656e+02,2.608424e+03,4.795026e+00,1.357752e+00
1.498160e+02,1.573898e+02,2.710469e+03,-4.548942e+00,-5.935739e+00
6.340897e+01,3.534186e+02,1.784735e+03,1.366872e+00,-1.225152e+00
1.995980e+02,9.654723e+01,7.666662e+02,2.447685e+00,7.769517e-01
2.483336e+02,1.630888e+02,2.445014e+02,5.982616e+00,5.955117e-01
5.806567e+01,4.877930e+02,1.402208e+03,1.313331e+00,5.692019e+00
4.099162e+02,6.518912e+01,9.984940e+01,2.628263e+00,4.862288e+00
1.775417e+02,2.908467e+02,1.612353e+03,5.655478e+00,2.767523e+00
1.726535e+02,2.053675e+02,1.524276e+02,1.753996e+00,-3.478272e+00
1.755625e+02,9.588393e+01,8.543273e+01,2.050612e+00,-3.854929e+00
3.729943e+02,6.198108e+01,1.816855e+02,-5.825463e+00,3.323790e+00
5.931487e+01,3.394362e+02,8.012067e+02,2.486541e+00,1.513025e+00
1.736011e+02,1.541494e+02,9.322536e+02,-3.345207e+00,-4.662953e+00
2.976823e+02,1.096882e+02,1.314044e+02,-5.560820e+00,-6.114420e+00
1.754676e+02,1.976542e+02,1.763902e+03,2.283273e+00,3.232720e+00
2.776068e+02,9.002535e+01,2.344925e+03,3.691158e+00,-5.095704e+00
2.222375e+02,1.919931e+02,1.413132e+03,-2.258421e+00,-3.838953e+00
1.229368e+02,1.551935e+02,2.573096e+03,-6.009953e+00,-3.073811e+00
1.771469e+02,2.531071e+02,1.012360e+03,-2.175339e+00,-3.391363e+00
2.227703e+02,1.718155e+02,9.162419e+02,-3.012463e+00,5.414132e+00
1.396711e+02,2.194797e+02,2.745934e+03,5.394774e+00,1.456136e-01
2.025461e+02,1.930574e+02,2.641485e+03,3.406360e-01,-1.120458e+00
3.553591e+02,9.466250e+01,2.591659e+03,2.194559e+00,-5.269917e+00
2.191193e+02,2.172412e+02,2.262457e+03,1.918645e+00,-5.140718e+00
1.235703e+02,2.770484e+02,1.855403e+03,-4.375619e+00,-2.009593e+00
1.643009e+02,2.023600e+02,2.294197e+03,4.839301e+00,4.971599e-01
1.112894e+02,6.427137e+01,8.236525e+02,9.725301e-01,-4.480691e-01
1.946158e+02,2.441848e+02,1.397353e+03,-1.809800e-01,2.701701e+00
2.988390e+02,1.067281e+02,1.967671e+03,-1.505723e+00,-5.538985e+00
1.255287e+02,2.183999e+02,9.452834e+01,2.815211e+00,-3.500399e+00
2.532670e+02,1.054811e+02,1.248312e+03,-4.086552e-01,-5.467078e+00
2.353699e+02,1.079055e+02,1.758538e+03,-1.772404e+00,5.344311e+00
2.331900e+02,2.071427e+02,2.745801e+03,-1.239851e+00,-1.317731e+00
1.534690e+02,1.837673e+02,5.543693e+02,-3.815919e+00,3.374759e+00
8.480659e+01,2.071729e+02,2.513958e+03,6.132323e+00,1.331767e+00
1.805651e+02,1.945091e+02,1.675450e+03,-5.291431e+00,2.053113e+00
2.903173e+02,1.577539e+02,2.544389e+02,5.017199e+00,-5.028660e+00
1.404767e+02,2.857160e+02,2.683561e+03,-1.192411e+00,1.304144e+00
2.027551e+02,2.693404e+02,1.240264e+03,2.955513e+00,-1.580291e+00
3.074260e+02,1.422384e+02,1.646773e+03,4.891629e+00,-4.803535e+00
1.125742e+02,5.623527e+01,2.939317e+03,5.318203e+00,-1.640013e+00
1.994778e+02,1.382219e+02,1.628634e+03,5.232767e+00,3.240432e+00
1.206654e+02,1.774371e+02,1.317405e+03,-6.267463e+00,2.508233e+00
1.602667e+02,3.136433e+02,1.101825e+02,5.767450e+00,-5.821543e+00
3.836987e+02,6.341168e+01,2.228034e+03,-5.709443e+00,2.593201e+00
2.419275e+02,2.088186e+02,2.716801e+03,1.259712e+00,3.340243e+00
2.019461e+02,3.169819e+02,1.295416e+03,3.537027e+00,-6.267694e+00
3.192469e+02,1.352529e+02,1.642256e+02,-8.698780e-01,3.360307e+00
2.531729e+02,2.171797e+02,4.707827e+02,-2.391537e+00,3.582985e+00
1.795563e+02,2.277372e+02,9.165157e+02,1.395293e+00,5.400969e+00
7.574365e+01,2.928334e+02,1.865368e+03,-2.620976e-01,-5.278886e+00
3.310251e+02,9.725528e+01,1.513558e+03,3.674040e+00,5.292951e+00
5.278022e+02,1.165290e+02,2.532999e+03,-1.298798e+00,3.376081e-01
1.739791e+02,2.037796e+02,1.871053e+03,4.378649e+00,-4.289975e+00
1.561635e+02,2.662567e+02,2.266987e+03,3.951415e+00,-6.212032e-01
2.101564e+02,1.932366e+02,2.273483e+03,-2.973576e+00,-1.423592e+00
9.672227e+01,3.668173e+02,2.158682e+03,1.012093e+00,5.499680e-01
9.239777e+01,3.584817e+02,1.535506e+03,-4.444626e+00,-7.658629e-01
3.574666e+02,8.848878e+01,2.102332e+03,3.236720e+00,5.354798e+00
8.586133e+01,7.639205e+01,6.602915e+02,-3.316701e+00,3.263465e+00
3.340902e+02,6.117675e+01,2.384155e+03,3.418145e+00,-4.396840e+00
1.565895e+02,3.039366e+02,2.985361e+03,8.743257e-01,-5.409261e+00
1.094671e+02,3.731604e+02,1.655181e+03,-3.621456e+00,2.455647e-01
3.305624e+02,1.043359e+02,2.299315e+03,1.838764e+00,3.390219e+00
3.438880e+02,5.824022e+01,6.408111e+02,1.489722e+00,-2.354364e-01
9.276355e+01,3.544247e+02,1.261301e+03,-1.206006e+00,-1.118285e+00
9.926888e+01,1.648289e+02,8.886783e+02,-3.324597e+00,-5.189777e-01
2.955212e+02,1.181626e+02,1.512923e+03,4.981831e+00,3.028492e+00
3.484288e+02,7.654152e+01,2.090808e+03,-5.178659e+00,-5.554516e+00
1.972973e+02,2.202251e+02,2.231306e+03,2.620232e+00,-1.579205e+00
3.336921e+02,6.877043e+01,1.609154e+03,4.977643e+00,-3.543180e+00
3.440029e+02,2.831426e+02,2.362196e+03,5.193346e+00,-1.680845e+00
5.968845e+01,5.122453e+02,1.571714e+03,-4.116566e+00,4.406180e+00
3.965311e+02,5.113435e+01,1.228245e+03,1.349292e+00,-1.880844e+00
1.695056e+02,2.250691e+02,3.286858e+02,2.234496e+00,1.848272e+00
2.249651e+02,4.139617e+02,2.375559e+02,4.664943e+00,5.687676e+00
3.083859e+02,1.345430e+02,1.443311e+03,-4.221381e+00,-3.056592e+00
5.069239e+02,1.323578e+02,2.076291e+03,1.208390e+00,5.902292e+00
8.802231e+01,3.654127e+02,1.508468e+03,3.522272e+00,-3.961821e+00
3.165247e+02,7.120748e+01,1.299232e+03,4.481097e+00,-3.653094e+00
2.440834e+02,1.884553e+02,5.168043e+02,2.291063e+00,-2.304190e+00
8.033796e+01,3.451388e+02,1.572119e+03,4.971688e+00,-1.429033e+00
1.429996e+02,3.054430e+02,2.984869e+02,2.966021e+00,-9.505973e-01
4.050422e+02,6.119319e+01,1.600501e+03,5.897222e+00,-1.499362e+00
3.450507e+02,5.872461e+01,1.712319e+03,3.856682e-01,-2.550075e+00
8.239989e+01,2.858286e+02,1.600731e+03,-4.124207e+00,4.244537e+00
2.101290e+02,2.588316e+02,1.963864e+03,3.833770e-01,-6.702713e-01
1.037196e+02,3.583094e+02,1.235193e+03,-4.055988e+00,-1.381755e+00
1.480367e+02,3.235180e+02,5.051226e+02,3.255852e+00,2.627699e+00
3.555121e+02,1.117728e+02,9.777414e+02,3.609649e+00,-3.435251e+00
3.616575e+02,6.815761e+01,1.563451e+03,3.622888e-01,2.273906e+00
2.637731e+02,1.706447e+02,7.228619e+02,2.036692e+00,-5.617102e+00
1.157297e+02,2.744589e+02,3.982432e+02,3.516789e+00,3.884810e+00
1.264434e+02,3.558417e+02,1.410188e+03,6.280470e+00,3.661454e+00
1.715520e+02,2.152142e+02,1.588698e+03,-4.039896e+00,6.240434e+00
5.386940e+02,8.682581e+01,4.408589e+02,5.609018e+00,-1.713005e+00
2.357830e+02,1.023745e+02,1.813127e+03,-2.931853e+00,2.712701e+00
1.853711e+02,1.476947e+02,1.980461e+02,-1.810289e+00,4.468174e+00
1.615730e+02,2.907359e+02,9.051182e+02,4.893103e-01,3.255958e+00
1.663843e+02,1.963009e+02,1.244511e+03,-1.891189e+00,-1.987055e+00
2.136851e+02,1.553159e+02,2.629166e+03,1.649545e+00,5.633817e+00
1.700287e+02,2.116456e+02,2.257734e+03,4.698391e+00,2.796889e+00
1.748451e+02,1.568587e+02,1.980839e+03,-8.115189e-01,2.024514e+00
3.757225e+02,1.305639e+02,2.577191e+02,-3.382516e+00,-1.771012e+00
2.406218e+02,1.185974e+02,1.016756e+03,-5.291070e+00,2.016806e+00
2.697386e+02,1.533919e+02,1.007413e+03,1.936166e+00,1.960724e+00
4.293532e+02,8.688878e+01,2.858917e+03,-4.360213e-01,4.401885e+00
3.735635e+02,9.823501e+01,4.956806e+02,5.243360e+00,1.721343e+00
1.109346e+02,2.869099e+02,4.197710e+02,3.630997e+00,3.221307e+00
8.732729e+01,4.824417e+02,1.815951e+03,5.821927e+00,-6.492220e-01
4.985415e+02,9.984949e+01,8.081834e+02,8.601048e-01,-2.658647e+00
1.183412e+02,3.619127e+02,1.760115e+03,-1.984391e+00,-5.950742e+00
1.662129e+02,3.686504e+02,1.694914e+03,-1.922598e+00,8.803879e-01
1.288620e+02,2.733126e+02,2.266959e+03,2.962307e+00,-5.630939e+00
1.970906e+02,2.817526e+02,2.892360e+03,4.454742e+00,2.868308e+00
1.748900e+02,2.886179e+02,1.437271e+02,1.433026e+00,-3.372609e+00
6.859407e+01,1.036556e+02,1.660031e+03,5.442687e+00,5.852271e+00
2.319161e+02,1.661739e+02,1.339802e+03,2.776388e+00,2.023992e-01
2.162499e+02,2.589608e+02,3.996560e+02,3.763876e-01,1.755306e-01
4.197432e+02,6.946679e+01,2.629539e+02,4.624069e+00,1.983742e+00
3.267211e+02,1.087621e+02,1.360260e+03,6.054678e-01,-1.026071e+00
6.737204e+01,3.438985e+02,1.974444e+03,-3.985373e-01,1.439723e+00
1.472045e+02,3.312328e+02,3.478869e+02,9.572251e-01,6.880720e-02
1.577466e+02,3.021440e+02,2.704946e+03,-3.816290e-01,7.602654e-01
2.865606e+02,1.351224e+02,2.198160e+03,-4.721886e+00,-6.055209e+00
2.141265e+02,2.032735e+02,2.143706e+03,3.770456e+00,-5.144199e+00
2.920731e+02,1.256317e+02,1.580967e+03,5.155331e+00,-5.969051e+00
2.547364e+02,2.647592e+02,1.228174e+03,4.634006e-01,-5.731808e-02
3.410677e+02,1.535347e+02,6.622979e+02,-4.243762e+00,2.868735e+00
1.680766e+02,2.605957e+02,1.746406e+03,-3.458698e-02,2.035733e-01
3.466735e+02,8.268083e+01,9.992090e+02,-2.770948e+00,-2.107923e+00
1.539687e+02,2.927980e+02,2.514056e+03,1.026067e+00,3.843452e+00
2.061224e+02,2.173849e+02,1.026474e+03,5.087325e+00,3.494708e+00
2.457230e+02,2.190091e+02,1.112318e+02,-2.179400e+00,-2.191998e-01
1.971192e+02,2.509581e+02,1.175813e+03,4.421777e-01,3.132548e-01
2.698665e+02,1.208506e+02,8.835504e+02,5.630842e+00,-1.692336e+00
3.655907e+02,1.178581e+02,5.025517e+02,-2.736015e+00,-3.442700e+00
1.108755e+02,5.589531e+02,1.136842e+03,3.541199e+00,3.694389e+00
2.528719e+02,2.426942e+02,1.380665e+03,-5.991693e-01,7.184222e-01
1.809838e+02,2.160565e+02,2.304524e+03,-4.047625e+00,-3.610337e+00
2.489589e+02,2.290430e+02,1.304764e+03,7.416929e-01,-1.764399e+00
5.133654e+02,8.756750e+01,4.786879e+02,-4.698209e+00,-5.526338e+00
3.505983e+02,1.761824e+02,5.033458e+02,6.254154e-01,-5.302289e+00
1.514780e+02,2.640519e+02,2.417851e+03,1.895326e+00,5.140226e+00
