# MA0,MH0,MHch,lam2,laml
1.75847e+02,2.23348e+02,1.02281e+03,6.77555e-02,4.94179e+00
7.70465e+01,1.82736e+02,9.45643e+02,1.14884e+01,5.93258e+00
1.82123e+02,1.90666e+02,1.17704e+03,1.59004e+00,-5.50879e+00
1.59325e+02,7.83586e+01,1.07099e+03,9.10143e+00,-4.78328e+00
1.20117e+02,1.41127e+02,1.15094e+03,1.13084e+01,-4.47567e+00
1.84240e+02,2.03267e+02,1.18236e+03,3.55847e+00,-3.21374e+00
5.13242e+01,2.16184e+02,1.11271e+03,3.33437e-01,-2.63330e+00
5.76570e+01,7.37065e+01,1.19370e+03,8.50569e+00,-1.54658e+00
2.28467e+02,8.80289e+01,1.16976e+03,1.06170e+01,-7.02569e-01
1.44888e+02,1.11922e+02,1.18020e+03,1.29448e+00,-3.77493e-01
1.10630e+02,1.28284e+02,1.10860e+03,1.15999e+01,6.92300e-01
1.98949e+02,9.64764e+01,1.13782e+03,1.43151e+00,1.95337e+00
1.21489e+02,1.10429e+02,1.15469e+03,8.37673e+00,2.18007e+00
8.71567e+01,1.71632e+02,1.21963e+03,1.08276e+00,3.66845e+00
9.46028e+01,1.71304e+02,1.05928e+03,3.74428e+00,4.49956e+00
2.29876e+02,2.02948e+02,1.15299e+03,6.10767e+00,5.31082e+00
7.20657e+01,2.02516e+02,1.19706e+03,4.29032e+00,6.20588e+00
2.26648e+02,1.87258e+02,1.26875e+03,1.81807e+00,-5.57456e+00
1.98251e+02,6.62255e+01,1.34978e+03,9.37016e+00,-4.75082e+00
9.77682e+01,1.28293e+02,1.41337e+03,7.49527e+00,-4.48529e+00
2.36193e+02,9.56966e+01,1.41010e+03,7.96495e+00,-3.64993e+00
2.19977e+02,1.32205e+02,1.39409e+03,6.60670e+00,-2.49543e+00
2.33389e+02,1.96524e+02,1.29397e+03,7.85346e-01,-1.83921e+00
7.99449e+01,1.63267e+02,1.37846e+03,7.41240e+00,-5.62576e-01
7.04158e+01,2.38858e+02,1.42410e+03,1.61625e+00,1.17557e-01
1.84840e+02,1.48198e+02,1.30140e+03,1.17026e+01,4.93265e-01
1.85252e+02,1.03818e+02,1.27132e+03,7.21584e+00,2.08321e+00
1.22386e+02,1.48162e+02,1.27619e+03,9.25141e-01,2.10355e+00
1.56619e+02,1.03915e+02,1.23374e+03,3.12611e+00,3.07723e+00
1.14544e+02,1.30930e+02,1.35891e+03,7.01914e+00,4.10456e+00
2.17980e+02,1.27173e+02,1.40314e+03,4.52031e+00,4.72812e+00
7.73999e+01,7.21684e+01,1.37747e+03,2.11426e+00,5.92816e+00
1.12957e+02,5.70793e+01,1.61419e+03,2.95911e-01,-5.82671e+00
1.11984e+02,9.24859e+01,1.60149e+03,8.02730e+00,-5.02271e+00
1.71854e+02,9.38100e+01,1.53986e+03,1.88114e+00,-4.35544e+00
1.93212e+02,2.20484e+02,1.51985e+03,1.60783e+00,-3.11766e+00
1.33131e+02,1.83673e+02,1.49054e+03,1.18623e+01,-2.65380e+00
2.35546e+02,1.72091e+02,1.61985e+03,1.20616e+00,-1.37653e+00
6.86888e+01,1.78683e+02,1.42856e+03,8.23684e+00,-1.21502e+00
8.15439e+01,8.99594e+01,1.50583e+03,9.92115e+00,-1.37153e-01
7.07555e+01,8.05333e+01,1.59679e+03,4.59393e+00,8.96259e-01
5.51869e+01,1.24962e+02,1.56968e+03,2.60292e+00,1.54475e+00
8.92209e+01,6.54356e+01,1.47079e+03,3.32046e+00,2.45458e+00
6.11968e+01,1.99288e+02,1.53069e+03,7.30793e+00,3.22964e+00
1.91277e+02,2.17309e+02,1.43487e+03,6.74446e+00,3.99274e+00
1.16578e+02,9.15671e+01,1.54004e+03,2.47071e+00,4.68386e+00
5.62163e+01,1.28133e+02,1.58126e+03,4.30796e+00,6.16163e+00
1.38580e+02,5.39455e+01,1.66853e+03,7.18627e+00,-6.06862e+00
1.43757e+02,2.06403e+02,1.77685e+03,1.22817e+01,-4.70238e+00
1.78264e+02,1.42213e+02,1.67170e+03,7.22329e+00,-3.95204e+00
1.44186e+02,1.52560e+02,1.64489e+03,4.20650e+00,-2.95281e+00
1.91700e+02,1.91394e+02,1.73590e+03,9.00340e+00,-2.11213e+00
1.23727e+02,1.72744e+02,1.79977e+03,3.89122e+00,-1.79239e+00
7.70804e+01,2.06750e+02,1.65080e+03,2.58363e+00,-4.34109e-01
2.40992e+02,1.63541e+02,1.73704e+03,1.07457e+01,3.55593e-01
1.66207e+02,2.46281e+02,1.78829e+03,1.19205e+01,8.90242e-01
7.71054e+01,1.21904e+02,1.79059e+03,1.20139e+01,1.34644e+00
5.60161e+01,6.12201e+01,1.72764e+03,2.85568e+00,2.31560e+00
1.88430e+02,2.18716e+02,1.65442e+03,1.69189e+00,3.08078e+00
8.60210e+01,6.36667e+01,1.65777e+03,3.27440e-02,4.13209e+00
6.40914e+01,1.72673e+02,1.78237e+03,3.28723e+00,5.08037e+00
6.68104e+01,1.66946e+02,1.63337e+03,8.36648e+00,5.66901e+00
2.40732e+02,1.84234e+02,1.94090e+03,8.52858e+00,-5.64515e+00
9.00174e+01,1.87501e+02,1.94505e+03,4.14520e+00,-5.16109e+00
2.42347e+02,2.43424e+02,1.91794e+03,1.82897e-01,-4.17668e+00
1.24965e+02,2.05456e+02,1.90048e+03,1.22879e+01,-3.69300e+00
7.60998e+01,1.69902e+02,1.88561e+03,1.03166e+01,-2.30755e+00
2.04433e+02,1.13842e+02,1.86135e+03,1.34999e+00,-1.95963e+00
1.86686e+02,1.81963e+02,2.01150e+03,9.15319e+00,-8.70238e-01
2.41432e+02,1.85344e+02,1.92466e+03,6.10075e+00,-1.19640e-01
5.78566e+01,2.44129e+02,1.85558e+03,8.25799e+00,9.91808e-01
1.37102e+02,2.39604e+02,1.82040e+03,9.01026e+00,2.08009e+00
2.24389e+02,1.40627e+02,1.94614e+03,1.03416e+01,2.91741e+00
1.90892e+02,1.93300e+02,1.91859e+03,1.56650e+00,3.25575e+00
6.43220e+01,1.19695e+02,1.85505e+03,4.58915e+00,3.97636e+00
1.12128e+02,7.21676e+01,1.96263e+03,2.76335e+00,4.61281e+00
1.08354e+02,1.19902e+02,1.88088e+03,3.00134e+00,6.00450e+00
1.37733e+02,5.02880e+01,2.17082e+03,9.43477e-01,-5.82344e+00
1.32530e+02,1.99892e+02,2.18202e+03,3.92158e+00,-5.26222e+00
1.42634e+02,1.19104e+02,2.10105e+03,1.80668e+00,-4.53817e+00
1.26620e+02,5.54144e+01,2.02495e+03,3.91955e+00,-2.97935e+00
1.10185e+02,1.29208e+02,2.04956e+03,9.11752e+00,-2.31535e+00
1.71883e+02,8.33544e+01,2.11525e+03,3.63531e+00,-1.79782e+00
2.33497e+02,1.03621e+02,2.07906e+03,4.37604e+00,-1.09227e+00
1.65305e+02,6.56831e+01,2.13034e+03,2.05265e+00,3.77823e-01
9.41863e+01,1.27376e+02,2.19861e+03,7.88181e-01,6.01150e-01
1.75181e+02,1.67678e+02,2.03514e+03,1.76074e+00,1.51292e+00
1.31241e+02,1.61682e+02,2.08737e+03,5.63760e-01,2.83079e+00
2.34035e+02,5.69738e+01,2.06079e+03,5.00570e-01,3.70383e+00
8.32995e+01,1.99421e+02,2.14692e+03,8.54890e+00,4.23183e+00
2.29909e+02,1.17440e+02,2.11193e+03,3.14177e+00,4.89663e+00
1.16823e+02,8.41603e+01,2.12900e+03,8.22639e+00,5.99855e+00
1.98267e+02,1.44300e+02,2.40869e+03,6.05756e+00,-6.01088e+00
1.08596e+02,5.65007e+01,2.27223e+03,5.71722e+00,-5.31331e+00
2.39050e+02,1.54911e+02,2.26725e+03,9.40087e-01,-4.46722e+00
1.41956e+02,1.63633e+02,2.29017e+03,7.15382e+00,-3.37801e+00
1.86300e+02,1.52622e+02,2.29230e+03,1.26876e+00,-2.57609e+00
2.20471e+02,1.34805e+02,2.39687e+03,6.99968e+00,-1.96071e+00
1.24377e+02,1.34212e+02,2.33985e+03,9.50992e-01,-1.11334e+00
2.41101e+02,1.94093e+02,2.37745e+03,1.18467e+01,-1.64534e-01
2.15713e+02,1.52686e+02,2.39705e+03,8.58862e+00,1.24270e+00
8.37905e+01,1.03099e+02,2.22883e+03,1.22513e+01,1.57281e+00
7.47927e+01,5.73842e+01,2.37496e+03,4.79625e+00,2.76505e+00
8.53491e+01,2.29351e+02,2.37178e+03,9.66324e+00,3.56991e+00
2.32016e+02,1.25495e+02,2.27133e+03,3.97466e+00,4.34768e+00
2.10568e+02,8.55112e+01,2.28012e+03,9.05447e+00,5.14405e+00
1.51534e+02,6.45962e+01,2.29168e+03,3.91675e+00,5.97391e+00
1.17823e+02,2.45999e+02,2.45487e+03,1.95875e+00,-5.89175e+00
1.53255e+02,1.32093e+02,2.50446e+03,3.93556e+00,-5.31499e+00
1.78638e+02,1.98702e+02,2.52456e+03,7.67586e+00,-4.47059e+00
1.25388e+02,1.24172e+02,2.48047e+03,2.50615e+00,-3.46724e+00
1.23597e+02,1.88885e+02,2.54803e+03,1.04734e+01,-2.09728e+00
1.20946e+02,7.80947e+01,2.51793e+03,8.41390e+00,-1.32235e+00
2.21269e+02,5.15261e+01,2.43710e+03,6.96028e+00,-9.13359e-01
2.17716e+02,8.24536e+01,2.59573e+03,1.74323e+00,-1.13338e-01
1.94449e+02,1.65645e+02,2.56095e+03,1.71123e+00,1.13882e+00
1.13134e+02,2.05475e+02,2.58262e+03,2.42411e+00,1.65351e+00
2.26854e+02,9.63277e+01,2.44745e+03,1.08805e+00,2.74047e+00
1.75779e+02,1.04516e+02,2.53866e+03,1.23065e+01,3.38880e+00
2.04907e+02,1.33937e+02,2.42344e+03,1.17217e+01,4.53335e+00
1.86669e+02,2.39454e+02,2.41245e+03,1.15027e+01,5.05123e+00
2.35174e+02,2.38116e+02,2.44318e+03,1.01610e+01,5.59623e+00
2.34644e+02,1.75167e+02,2.71459e+03,1.31290e+00,-5.64381e+00
9.89443e+01,5.06867e+01,2.79537e+03,4.86962e-01,-5.20155e+00
2.36789e+02,2.32495e+02,2.62985e+03,1.01376e+01,-3.77477e+00
2.19819e+02,9.82532e+01,2.66207e+03,1.14722e+00,-2.96358e+00
5.40367e+01,2.16781e+02,2.63682e+03,1.57339e+00,-2.38653e+00
2.29207e+02,1.45744e+02,2.72192e+03,1.01320e+01,-1.78073e+00
2.13287e+02,2.24031e+02,2.77178e+03,3.18694e+00,-1.13389e+00
1.43732e+02,7.45717e+01,2.64444e+03,5.50155e+00,1.72048e-01
7.51860e+01,6.09665e+01,2.62021e+03,4.65722e+00,9.20209e-01
1.49823e+02,1.02768e+02,2.76638e+03,3.31847e+00,2.06824e+00
1.02105e+02,1.68116e+02,2.67752e+03,2.64936e+00,2.61589e+00
1.37755e+02,1.05263e+02,2.73038e+03,1.01372e+01,3.53097e+00
5.38905e+01,1.96274e+02,2.74488e+03,9.19095e+00,4.57669e+00
9.38758e+01,1.34189e+02,2.68025e+03,1.17104e+01,5.19883e+00
1.46114e+02,2.44501e+02,2.68033e+03,8.10224e+00,5.85130e+00
1.55166e+02,2.36235e+02,2.91988e+03,1.98391e+00,-6.06696e+00
9.59920e+01,1.60063e+02,2.98164e+03,9.68646e+00,-5.29562e+00
6.60782e+01,1.16203e+02,2.94255e+03,8.80850e+00,-4.43127e+00
9.34812e+01,1.01612e+02,2.87193e+03,7.10069e+00,-3.17671e+00
1.88368e+02,9.22607e+01,2.93819e+03,6.29696e+00,-2.25743e+00
6.40182e+01,1.42445e+02,2.89193e+03,9.89821e+00,-1.83410e+00
5.32877e+01,1.09677e+02,2.91576e+03,9.36397e+00,-7.15570e-01
8.44343e+01,1.80903e+02,2.90943e+03,9.96570e+00,-1.31035e-01
1.30376e+02,2.43530e+02,2.81621e+03,5.35463e+00,1.19804e+00
1.13007e+02,1.12265e+02,2.92190e+03,9.89052e+00,1.51952e+00
7.40010e+01,2.06439e+02,2.99032e+03,9.25549e+00,2.22650e+00
1.01912e+02,2.35095e+02,2.84299e+03,3.72383e+00,2.95478e+00
1.46972e+02,1.14510e+02,2.86360e+03,1.52868e+00,4.44051e+00
2.27139e+02,2.05699e+02,2.96669e+03,1.10262e+00,4.88577e+00
7.01690e+01,1.20761e+02,2.91654e+03,4.16440e+00,6.11416e+00
3.71050e+02,5.85504e+01,6.44896e+01,1.41059e-01,-5.88955e+00
4.24327e+02,1.90634e+02,1.47508e+02,1.03031e+01,-4.78805e+00
2.71200e+02,1.38023e+02,1.89384e+02,9.70504e+00,-3.91764e+00
3.20600e+02,1.11739e+02,1.36685e+02,4.13427e+00,-3.70392e+00
2.80490e+02,7.41256e+01,2.08204e+02,6.55503e+00,-2.71451e+00
3.85431e+02,1.14859e+02,1.69726e+02,1.22674e+01,-1.27339e+00
4.01612e+02,1.24536e+02,1.17656e+02,9.34579e+00,-1.17475e+00
2.78272e+02,8.90324e+01,2.09781e+02,1.04916e+01,-4.10254e-01
2.68774e+02,1.26609e+02,1.78678e+02,5.45751e+00,4.36892e-01
3.88827e+02,1.66360e+02,1.58488e+02,2.60174e+00,2.08623e+00
3.50908e+02,2.41028e+02,2.33353e+02,5.09042e+00,2.48228e+00
3.53915e+02,7.36390e+01,1.20050e+02,3.92505e+00,3.71920e+00
4.38280e+02,1.32147e+02,9.95063e+01,4.23184e+00,4.44673e+00
3.48340e+02,9.81440e+01,1.62478e+02,2.50228e+00,5.05772e+00
4.30091e+02,1.85292e+02,2.29371e+02,1.24305e+01,5.80593e+00
3.18027e+02,1.73427e+02,2.83969e+02,5.43617e+00,-6.16449e+00
4.17874e+02,6.17015e+01,3.73450e+02,6.67586e+00,-4.89085e+00
3.43566e+02,1.40033e+02,3.76197e+02,9.07581e+00,-3.82518e+00
3.95291e+02,2.29268e+02,3.47357e+02,1.96271e-01,-3.06849e+00
3.05154e+02,1.76383e+02,2.81042e+02,1.23852e+01,-2.42184e+00
2.91047e+02,1.65379e+02,3.25779e+02,9.41219e+00,-1.78074e+00
3.55224e+02,1.40316e+02,3.11343e+02,1.00212e+01,-1.17946e+00
3.50728e+02,1.48010e+02,3.64533e+02,4.43075e+00,-2.89950e-01
3.52980e+02,1.00584e+02,2.94786e+02,1.24732e+01,5.24680e-01
3.72905e+02,9.02206e+01,3.39888e+02,3.91056e+00,1.98033e+00
3.26392e+02,5.36289e+01,3.46997e+02,2.88328e+00,2.78377e+00
3.59164e+02,1.80333e+02,2.84811e+02,6.59963e+00,3.31265e+00
3.82804e+02,9.39924e+01,4.20895e+02,6.09326e+00,4.14975e+00
3.64588e+02,2.01900e+02,3.30671e+02,6.64968e+00,5.01932e+00
2.77553e+02,1.06766e+02,3.33010e+02,2.14823e+00,5.86283e+00
3.07512e+02,1.19483e+02,5.31161e+02,1.44439e-01,-5.79603e+00
3.99838e+02,2.09000e+02,6.04156e+02,3.12180e+00,-4.96436e+00
3.57397e+02,1.06666e+02,6.11419e+02,7.35385e+00,-4.41333e+00
3.63025e+02,1.46193e+02,4.84836e+02,7.43794e+00,-3.29634e+00
2.50150e+02,1.09742e+02,4.76561e+02,7.49346e+00,-2.14417e+00
2.59836e+02,9.95536e+01,4.70868e+02,1.04163e+01,-2.01552e+00
2.74173e+02,7.55972e+01,4.99967e+02,5.46597e+00,-6.37466e-01
4.41212e+02,1.84561e+02,6.05152e+02,1.30559e+00,5.53474e-02
3.97560e+02,1.55818e+02,6.15212e+02,7.70681e-01,8.29106e-01
3.23402e+02,1.71757e+02,6.10813e+02,6.30823e+00,1.90306e+00
4.09812e+02,1.71410e+02,4.85349e+02,1.45131e+00,2.33298e+00
3.02357e+02,2.46200e+02,4.43637e+02,1.08257e+01,3.01428e+00
3.87639e+02,9.69610e+01,5.70291e+02,3.18425e+00,4.50224e+00
2.80055e+02,2.31556e+02,5.37526e+02,3.33283e+00,4.97177e+00
2.98423e+02,1.93240e+02,5.20642e+02,9.23105e+00,5.51582e+00
2.91211e+02,1.30367e+02,7.08958e+02,8.16947e+00,-5.54505e+00
4.34474e+02,2.37922e+02,6.93923e+02,2.33111e+00,-5.00021e+00
3.65966e+02,6.83113e+01,8.32976e+02,4.65816e+00,-4.26460e+00
2.75115e+02,1.06143e+02,6.71431e+02,1.17787e+00,-3.12092e+00
3.35854e+02,8.90561e+01,6.59753e+02,9.44343e+00,-2.38741e+00
3.74517e+02,6.97730e+01,7.38192e+02,3.31747e+00,-1.83320e+00
3.15926e+02,1.25443e+02,6.49621e+02,1.10137e+01,-8.06858e-01
3.21417e+02,1.22085e+02,7.29275e+02,1.95558e+00,-2.45785e-02
4.17146e+02,8.89160e+01,8.10145e+02,1.03143e+01,1.07778e+00
3.98329e+02,2.40300e+02,7.58881e+02,5.66365e-01,1.81831e+00
4.21736e+02,8.22997e+01,7.98682e+02,4.65926e-01,2.62695e+00
3.68049e+02,1.59850e+02,6.82331e+02,5.58215e+00,3.72162e+00
3.05240e+02,6.26686e+01,6.51996e+02,4.79408e+00,3.84165e+00
4.15756e+02,1.75236e+02,6.47960e+02,6.10346e+00,4.76775e+00
4.06627e+02,1.51800e+02,6.97912e+02,1.05725e+01,5.47760e+00
2.49764e+02,6.97921e+01,1.00747e+03,4.13703e-02,-5.81376e+00
2.53148e+02,8.49480e+01,1.01315e+03,2.57516e+00,-5.05088e+00
3.11701e+02,1.96568e+02,9.54792e+02,8.78341e+00,-4.46306e+00
3.15503e+02,1.75167e+02,9.92158e+02,3.99080e+00,-3.69909e+00
4.23027e+02,1.08348e+02,9.09217e+02,7.83543e+00,-2.15480e+00
2.58669e+02,1.24677e+02,1.00113e+03,5.03131e+00,-1.68271e+00
3.28054e+02,1.93789e+02,1.01823e+03,2.40094e+00,-6.57468e-01
3.68463e+02,2.40230e+02,8.49561e+02,9.97346e+00,2.97812e-01
4.30071e+02,1.91078e+02,8.61457e+02,7.10159e+00,8.05030e-01
2.60300e+02,2.09259e+02,8.57751e+02,2.24258e+00,1.75701e+00
4.28234e+02,2.24643e+02,9.17445e+02,1.13299e+01,2.82121e+00
2.89986e+02,1.26485e+02,1.01420e+03,1.16518e+01,3.06647e+00
2.71072e+02,5.83716e+01,9.48732e+02,2.11359e+00,4.11463e+00
3.67049e+02,9.23880e+01,9.91770e+02,1.12252e+01,4.70041e+00
3.10124e+02,1.13392e+02,1.02828e+03,9.96411e+00,6.23181e+00
4.06205e+02,8.03705e+01,1.03994e+03,2.50813e+00,-5.85282e+00
3.72646e+02,1.89405e+02,1.03711e+03,3.32286e+00,-5.20378e+00
3.30586e+02,1.54112e+02,1.07238e+03,1.00634e+01,-4.29803e+00
2.57303e+02,1.89182e+02,1.18105e+03,1.10152e+01,-3.53830e+00
2.49807e+02,6.19467e+01,1.03841e+03,4.82265e+00,-2.30590e+00
3.48784e+02,2.03130e+02,1.07724e+03,6.82040e+00,-2.06537e+00
2.49754e+02,1.75365e+02,1.15368e+03,9.08466e+00,-1.02709e+00
3.18842e+02,8.13919e+01,1.17701e+03,7.43348e+00,9.25582e-02
3.74233e+02,1.75872e+02,1.11656e+03,3.40791e+00,7.73726e-01
3.17001e+02,6.14057e+01,1.10556e+03,6.11583e+00,1.94441e+00
2.63806e+02,2.46024e+02,1.06266e+03,6.41006e+00,2.48126e+00
3.46805e+02,1.59575e+02,1.10701e+03,8.45579e+00,3.06306e+00
3.17626e+02,1.90774e+02,1.22921e+03,1.04462e+01,3.87808e+00
4.39706e+02,2.44429e+02,1.05523e+03,1.17454e+00,5.28288e+00
3.66808e+02,7.04159e+01,1.19235e+03,2.00823e+00,5.44571e+00
4.34602e+02,1.82129e+02,1.26553e+03,5.96470e+00,-5.63652e+00
3.66520e+02,1.39264e+02,1.35329e+03,7.37259e+00,-5.20301e+00
3.95801e+02,9.38493e+01,1.26388e+03,5.30766e-01,-4.02732e+00
3.81588e+02,1.78468e+02,1.30083e+03,1.23112e+01,-3.48664e+00
4.08395e+02,1.45197e+02,1.35457e+03,8.80180e+00,-2.83999e+00
4.01829e+02,1.48152e+02,1.24916e+03,1.21717e+01,-1.67295e+00
4.33753e+02,1.33544e+02,1.42000e+03,3.93977e+00,-7.80737e-01
3.36068e+02,2.06394e+02,1.41142e+03,2.85229e+00,3.88766e-01
3.33266e+02,5.76445e+01,1.35834e+03,7.80458e+00,9.40228e-01
2.99208e+02,1.95869e+02,1.40630e+03,7.54527e+00,1.41400e+00
4.30288e+02,1.89144e+02,1.24413e+03,3.23194e+00,2.33188e+00
3.56122e+02,1.95706e+02,1.32411e+03,8.51256e+00,3.59167e+00
3.29130e+02,1.95756e+02,1.38609e+03,8.86047e+00,3.90324e+00
2.85678e+02,1.91618e+02,1.26273e+03,1.01708e+01,5.12183e+00
3.78791e+02,2.11818e+02,1.34723e+03,1.39894e+00,6.17696e+00
3.16857e+02,2.23195e+02,1.56227e+03,5.58671e+00,-6.06782e+00
3.38400e+02,1.74567e+02,1.49412e+03,1.03230e+01,-5.38434e+00
2.53930e+02,1.07925e+02,1.52977e+03,9.35727e+00,-4.30392e+00
3.03413e+02,2.11495e+02,1.61078e+03,1.24317e+01,-3.24850e+00
4.40726e+02,1.04338e+02,1.53632e+03,7.21627e+00,-2.69792e+00
3.82466e+02,1.22173e+02,1.47275e+03,9.10546e+00,-1.74376e+00
4.36427e+02,1.52035e+02,1.49183e+03,5.11199e+00,-8.49665e-01
2.95287e+02,2.27410e+02,1.43546e+03,2.77881e+00,-3.31821e-01
4.25295e+02,1.09270e+02,1.54684e+03,2.57048e+00,7.13084e-01
2.74890e+02,1.87294e+02,1.44725e+03,1.22179e+01,1.57557e+00
3.94656e+02,9.08754e+01,1.49741e+03,8.51153e+00,2.16139e+00
4.01079e+02,2.25415e+02,1.46159e+03,6.32579e-01,3.56950e+00
3.23721e+02,1.60476e+02,1.49061e+03,3.58051e+00,4.42924e+00
3.57122e+02,5.20861e+01,1.58369e+03,6.58658e+00,5.28801e+00
