# MA0,MH0,MHch,lam2,laml
2.02384e+03,1.72044e+03,7.47016e+01,4.70936e+00,-6.13295e+00
2.68122e+03,1.33705e+03,1.27444e+03,1.23133e+00,5.18566e+00
4.01296e+02,2.21917e+03,2.22903e+03,5.17748e+00,-1.63392e+00
1.06752e+03,2.81479e+03,2.60570e+03,4.28001e+00,3.56241e+00
1.17163e+03,2.05252e+03,1.55260e+03,7.54965e+00,5.42307e+00
2.42593e+03,1.24031e+03,2.01216e+03,3.95185e+00,-4.41427e+00
7.39896e+02,1.77437e+03,2.75994e+03,1.12436e+00,-3.16940e+00
1.09405e+03,2.47533e+03,5.23721e+02,2.76842e+00,-3.09568e+00
1.08381e+03,2.65900e+03,7.22399e+01,2.79522e+00,-6.93000e-01
2.52992e+03,6.72922e+02,1.21867e+03,2.61416e-01,4.78805e+00
1.42145e+03,1.62822e+03,4.13498e+02,2.76118e+00,3.07679e+00
1.55708e+03,2.51428e+03,2.49449e+03,1.77476e+00,4.77056e+00
1.18997e+03,1.44006e+03,2.69730e+03,7.20709e+00,3.04213e+00
1.36218e+03,9.35517e+02,2.15363e+02,2.24871e+00,3.06486e+00
5.88469e+02,4.76805e+02,3.36424e+02,1.07653e+01,-4.42897e+00
2.14586e+03,7.30397e+02,2.88672e+03,6.75392e+00,-5.73700e+00
1.58464e+03,1.47109e+03,2.35462e+03,8.48491e+00,1.72950e+00
2.35197e+03,3.15694e+02,2.33525e+02,3.03411e+00,4.30806e+00
2.30235e+02,1.38145e+03,2.71443e+03,5.95980e+00,-2.80293e+00
1.25897e+03,4.97538e+02,2.28623e+03,3.38168e+00,-1.51359e+00
1.44718e+03,1.88896e+03,2.44707e+03,9.70877e-02,-9.24316e-01
1.86812e+03,6.33641e+02,1.58333e+03,5.49095e+00,1.37106e+00
2.82807e+02,1.63461e+03,2.83757e+03,1.06730e+01,-4.50908e-01
5.22010e+02,1.16101e+03,2.01819e+03,3.90874e+00,-3.76312e+00
2.93657e+03,2.15293e+03,2.25817e+03,5.96372e+00,-5.97531e+00
1.67840e+03,2.54587e+03,7.77261e+02,3.91973e+00,-2.49306e+00
1.94846e+03,1.50302e+03,2.90044e+03,1.24937e+01,-3.13125e+00
9.78985e+02,5.87584e+02,1.75881e+03,6.80815e+00,-3.93813e+00
2.53630e+03,1.75232e+03,1.55305e+03,9.05522e+00,-3.51147e+00
1.21946e+03,5.99103e+02,5.37766e+02,8.09263e+00,2.30040e+00
6.18023e+02,2.36461e+03,1.08669e+03,8.19864e+00,4.43554e+00
2.90186e+03,2.83804e+03,5.96276e+02,3.73674e+00,-3.70089e+00
2.91706e+03,1.26304e+03,1.56082e+03,1.01956e+01,-4.43485e+00
2.71100e+03,6.97146e+02,1.34435e+03,5.41111e+00,5.98256e+00
2.52451e+03,2.71932e+03,2.65292e+03,3.52654e+00,-4.46689e+00
1.05499e+03,1.89885e+03,2.17020e+02,3.44869e+00,2.69315e+00
9.85917e+02,2.58907e+03,1.44356e+03,2.93911e+00,2.64419e+00
1.38615e+03,1.15227e+03,2.57111e+03,6.72092e+00,-3.57210e+00
2.16538e+03,7.98813e+01,2.66389e+03,1.27324e+00,-5.02362e+00
1.86746e+03,1.90646e+03,1.36202e+03,5.96944e+00,8.92880e-01
6.45614e+02,1.12170e+03,4.13331e+02,1.16826e+01,6.00021e+00
1.73868e+03,2.81382e+03,2.88702e+03,1.19633e+01,9.20046e-01
1.79135e+03,2.53941e+03,2.01838e+03,1.08584e+01,-2.84835e+00
5.21794e+02,1.80494e+03,2.60929e+03,2.65093e+00,-3.84906e+00
2.26545e+03,5.78494e+02,1.65390e+03,2.47517e+00,-5.93822e+00
2.54975e+02,8.31408e+02,8.27767e+02,4.27069e+00,-3.96992e+00
1.93746e+03,2.34490e+03,8.33851e+02,1.03151e+01,-2.33321e+00
1.05053e+02,2.06272e+03,1.55678e+02,3.58352e+00,8.40652e-01
1.49214e+03,2.05171e+03,2.60745e+03,1.00100e+01,1.66930e+00
1.21354e+03,1.06624e+03,5.25607e+02,1.23533e+01,-1.05204e+00
2.83022e+03,9.02813e+02,2.90218e+03,6.43008e+00,2.99110e+00
2.16058e+02,1.33415e+03,6.27994e+02,6.02018e+00,-2.90950e+00
1.93627e+03,2.62805e+02,2.11198e+03,9.73227e+00,-5.36043e+00
7.94725e+02,9.25093e+02,3.11844e+02,1.24181e+01,-8.10043e-01
3.80232e+02,2.42519e+03,2.66927e+03,7.52256e+00,5.70921e-01
3.71923e+02,1.28913e+03,2.66388e+02,4.30061e-01,-1.09912e+00
2.42571e+03,5.31157e+02,1.07757e+03,7.06428e+00,4.08634e+00
8.44779e+02,2.69975e+03,1.40939e+03,1.58625e+00,-3.36934e+00
1.20304e+03,1.98900e+03,2.01792e+03,7.85953e+00,-3.92667e-01
6.52472e+02,2.64730e+03,2.18585e+03,8.22255e+00,-4.65746e+00
2.34352e+03,1.31733e+03,2.93521e+03,8.46359e+00,3.50064e+00
6.48120e+02,1.07507e+03,2.54973e+03,1.27258e-01,4.90018e+00
7.51229e+02,1.82018e+03,2.17474e+03,1.54347e-01,7.59271e-02
1.45093e+03,1.28156e+03,2.14589e+03,6.99558e+00,2.75774e+00
2.45201e+03,1.65031e+03,8.71272e+02,1.05350e+01,1.87791e+00
1.37198e+03,2.08814e+03,1.80140e+03,4.92168e+00,-5.83377e+00
2.54998e+03,2.13633e+03,2.38689e+03,8.19891e+00,1.33252e-01
2.34914e+03,2.55443e+03,1.00718e+03,1.95586e+00,-4.88047e+00
1.87859e+03,6.54921e+02,7.60958e+01,4.72170e+00,-3.34561e+00
2.37145e+03,6.25488e+02,2.92791e+03,1.08861e+01,-4.86394e+00
2.80135e+03,7.63445e+02,2.41721e+03,5.57872e+00,-2.37197e+00
1.53299e+03,6.82047e+02,1.08409e+03,5.14260e+00,-2.22746e+00
1.09332e+02,6.21664e+02,1.32410e+03,8.70331e+00,3.94685e+00
1.29439e+03,1.95740e+03,2.99317e+03,9.54618e+00,-3.27797e+00
1.14013e+03,2.16264e+03,1.19514e+03,1.02591e+01,-3.56419e+00
2.92534e+03,1.65534e+03,1.21573e+03,2.79392e+00,4.37294e-01
4.53672e+02,2.34839e+03,2.64851e+03,7.54611e-01,-1.52997e+00
3.45399e+02,2.42741e+03,2.36112e+03,1.44828e+00,8.99933e-01
6.95179e+02,1.80376e+02,1.44881e+03,1.22785e+01,-3.38294e-01
2.27775e+03,2.79908e+03,9.10402e+02,7.97349e+00,-2.59646e+00
2.17643e+03,1.85922e+03,2.14045e+03,2.68352e+00,6.27088e+00
2.78159e+03,1.77109e+03,2.15537e+03,8.49751e+00,-8.65738e-01
5.68588e+02,5.39738e+02,2.55474e+03,6.13649e+00,-2.87729e+00
2.97140e+03,1.24412e+03,1.18880e+03,1.07659e+01,3.67155e+00
2.79441e+03,2.55703e+03,1.96463e+03,4.88777e+00,2.49824e+00
1.15691e+03,8.23561e+02,7.02967e+02,1.17905e+01,-2.18677e+00
1.53944e+03,2.63308e+03,2.73501e+03,8.60010e+00,-6.23393e+00
2.49936e+03,2.93673e+03,9.75436e+01,2.07690e+00,5.15349e+00
1.11270e+03,2.32488e+03,1.68945e+03,9.20034e-01,5.49459e+00
2.11348e+03,2.33975e+02,2.33819e+03,5.67951e+00,5.21645e+00
2.91384e+03,2.21688e+03,5.53491e+02,5.89013e-01,2.44463e+00
4.01065e+02,2.11399e+03,2.09394e+03,9.70008e+00,6.94738e-01
1.05931e+03,2.64046e+03,2.24235e+03,1.16516e+01,-5.70288e+00
8.39058e+02,4.69318e+02,1.69999e+03,1.02277e-01,1.13552e+00
1.66534e+03,1.20791e+03,2.99173e+03,4.58011e+00,-1.32020e-01
1.72458e+03,2.89320e+03,2.05156e+03,6.77936e-01,4.74646e+00
2.48895e+03,2.98163e+03,2.03290e+03,1.92159e-02,-6.25789e+00
9.81355e+01,5.02006e+02,2.16727e+03,9.34942e+00,-5.43813e+00
9.73983e+02,2.60863e+03,1.13164e+03,3.24780e+00,1.06184e+00
8.35269e+02,1.44355e+03,1.20680e+03,8.34603e+00,-1.74137e+00
2.81687e+03,2.54275e+03,2.33475e+03,1.16477e+01,-2.66780e+00
2.70131e+03,4.93284e+02,1.80938e+03,4.92110e+00,4.49261e+00
3.49810e+02,2.13634e+03,1.62005e+03,5.47074e+00,-4.40057e+00
2.15546e+03,2.86146e+03,1.83573e+03,5.04320e+00,3.38845e+00
1.25392e+03,2.20164e+03,2.43892e+03,1.27724e+00,2.67496e+00
7.99237e+02,1.89788e+03,7.26012e+02,1.23680e+01,-3.86736e-01
3.96269e+02,2.88060e+03,2.60036e+03,1.03725e+01,7.54406e-01
1.60987e+03,2.50884e+03,2.84588e+03,3.27506e+00,5.46823e+00
2.24978e+03,4.69768e+02,1.36572e+03,6.07171e+00,5.81113e+00
8.72590e+02,1.59019e+03,2.26140e+02,5.02909e+00,-4.10090e+00
2.29434e+03,2.12924e+03,2.93869e+03,1.16759e+01,-4.21413e+00
2.96329e+03,2.78307e+03,9.41623e+02,9.56511e+00,2.55081e+00
7.08238e+02,9.13269e+02,1.15458e+03,9.27675e+00,-6.10738e+00
2.33838e+03,9.30431e+01,1.27875e+03,5.11287e-01,5.99507e-01
4.15316e+02,2.12257e+02,5.09571e+02,5.48631e+00,4.75398e-01
1.28714e+03,5.12442e+02,1.19592e+03,9.58654e+00,-4.40795e+00
1.76707e+03,2.08609e+03,1.05769e+03,4.86794e+00,-2.86358e+00
2.64120e+03,2.37481e+03,5.65219e+01,6.62032e+00,2.97987e+00
8.88403e+02,5.16003e+02,1.80139e+03,8.83266e+00,2.86276e+00
1.28076e+03,1.12606e+03,7.77672e+02,2.63622e+00,1.83888e+00
1.39347e+03,1.03570e+03,5.79709e+01,1.32237e+00,-2.99726e+00
2.74376e+03,1.17827e+03,2.06217e+02,6.93606e+00,3.52238e+00
1.27624e+03,4.17074e+02,1.38439e+03,1.24861e+01,2.11788e+00
3.32785e+02,2.68443e+03,2.51157e+03,8.70118e+00,4.68927e+00
2.34997e+03,1.85063e+03,5.32992e+02,7.81799e+00,-3.55875e-02
5.26508e+02,1.25258e+03,7.47292e+02,5.81945e+00,-3.87841e+00
4.99344e+02,2.78616e+03,1.56888e+03,3.05048e+00,1.60915e+00
1.07630e+03,1.83075e+03,2.27953e+03,2.08432e+00,-4.99454e+00
2.14976e+03,1.31600e+03,2.16886e+03,9.30902e-01,1.66398e+00
2.33764e+02,1.89744e+02,2.65461e+03,6.03892e+00,5.07413e+00
2.09599e+03,3.98284e+02,1.38850e+02,1.27681e+00,-6.26360e-01
2.65928e+03,2.22953e+03,1.15892e+03,5.73752e+00,6.71842e-01
2.97582e+03,1.70559e+03,1.21154e+03,3.43434e+00,-2.80059e+00
2.15154e+03,2.45374e+03,1.77310e+02,2.91189e+00,3.52993e+00
9.78222e+02,2.15677e+03,3.56620e+02,6.99107e+00,1.67819e+00
4.77411e+02,4.70627e+02,2.02470e+03,6.65572e+00,-4.95848e+00
6.61042e+02,2.25596e+03,2.65856e+03,1.15517e+01,4.38450e+00
1.29259e+03,1.53067e+03,5.26720e+02,2.74800e+00,1.75425e+00
1.14734e+03,6.08568e+02,1.96887e+03,7.00403e+00,2.61027e+00
2.12253e+03,1.21969e+03,1.79887e+03,4.37219e+00,2.59981e-01
8.77650e+01,4.82028e+02,5.56528e+01,3.17638e+00,2.28921e+00
9.00288e+01,1.96857e+02,8.75076e+02,1.06854e+01,6.12924e+00
2.08999e+03,9.46191e+02,1.70757e+03,8.47739e-02,4.81967e-01
1.23392e+03,2.21755e+03,2.15797e+03,1.68895e+00,6.45649e-01
9.30090e+02,2.70474e+03,2.28685e+03,1.02025e+01,-4.35442e+00
2.65539e+03,1.04043e+03,1.99132e+02,1.02376e+01,5.60016e+00
3.74274e+02,1.50860e+03,2.64934e+03,1.14511e+01,-2.44584e+00
1.02332e+03,2.09496e+03,1.06748e+02,5.11789e+00,-2.13736e+00
2.86156e+03,2.30526e+03,2.98073e+03,1.02605e+01,-4.87025e+00
5.61211e+02,8.50843e+02,2.27175e+03,1.93970e+00,1.18447e+00
4.16610e+02,1.12784e+03,2.53993e+03,6.66395e+00,5.02236e-01
2.73260e+03,2.74251e+03,3.32546e+02,1.20352e+01,1.61281e+00
2.14489e+03,1.08931e+03,1.31424e+03,3.40187e+00,-1.51547e+00
1.80110e+03,1.53809e+03,1.79750e+03,1.14377e+01,-2.20174e-01
1.03896e+03,3.03298e+02,1.65484e+02,8.99940e+00,-5.21197e+00
1.47520e+03,8.99013e+02,1.32150e+03,8.62898e+00,3.12256e+00
7.24483e+02,2.30220e+03,2.76588e+03,3.51798e+00,-4.48011e+00
2.35522e+03,1.38316e+03,2.14673e+03,1.03703e+01,-4.80867e+00
3.76986e+02,2.88218e+03,3.02100e+02,3.76426e+00,-2.79687e+00
2.14361e+03,1.78167e+02,7.73129e+02,2.90783e+00,2.39867e+00
7.26233e+02,1.45494e+03,1.13518e+03,3.45804e+00,-1.04192e+00
5.61919e+02,2.94070e+03,3.80157e+02,9.85923e+00,5.63778e+00
2.29632e+03,2.76479e+03,3.27487e+02,9.73619e+00,4.41378e+00
1.23470e+03,1.31313e+03,2.98483e+03,6.51735e+00,3.96609e+00
2.06790e+03,6.06753e+02,1.89117e+03,1.04586e+01,4.31106e+00
1.74346e+03,1.10813e+03,1.60765e+03,9.90722e+00,-1.70096e+00
2.27382e+02,3.79393e+02,1.83331e+03,7.13042e+00,5.84191e-01
2.74012e+03,9.71219e+02,4.39824e+02,1.70977e+00,-1.59013e+00
2.96251e+03,2.73572e+03,1.62252e+03,3.85019e+00,2.00419e+00
9.44361e+02,2.53525e+03,1.59092e+03,3.20189e+00,2.79282e+00
1.79238e+03,1.76663e+03,1.07905e+03,1.25297e+00,-3.99264e+00
1.94025e+03,7.30120e+02,1.06211e+03,8.82421e+00,-1.82787e+00
7.32783e+02,2.08156e+03,2.07424e+03,1.00665e+01,-2.59058e+00
9.79399e+02,1.87247e+03,9.09768e+02,5.40132e+00,5.90125e-01
2.25229e+03,1.43472e+03,3.37045e+02,2.10987e+00,-1.00885e+00
2.74039e+03,8.59013e+02,1.96541e+03,7.60575e+00,4.47906e+00
2.27270e+03,5.51199e+02,1.43062e+03,5.84949e+00,-1.76529e+00
1.93682e+03,2.60397e+03,1.77208e+02,6.01619e+00,2.26216e+00
1.93063e+02,1.21123e+03,2.18464e+03,9.63270e+00,-9.98955e-01
3.40144e+02,3.46315e+02,2.36453e+03,1.06768e+01,-7.56016e-01
2.60391e+03,2.34977e+03,2.06742e+03,8.62081e+00,-2.95757e+00
3.45609e+02,5.33642e+02,1.49727e+03,1.05268e+01,-2.80989e+00
2.98760e+03,2.26158e+03,1.81482e+03,7.08902e+00,-1.16344e+00
2.94460e+03,2.74624e+03,4.82081e+02,4.78064e+00,-5.40164e+00
2.97202e+03,1.21067e+03,2.82732e+03,1.03747e+00,-2.38439e+00
4.97903e+02,1.32484e+03,1.58986e+03,1.11090e+01,-2.31749e-01
2.10361e+03,2.12819e+03,1.19537e+03,7.68144e-01,3.95702e+00
2.71667e+03,1.25525e+03,2.25924e+03,3.22238e+00,-8.82781e-01
1.75735e+03,1.45542e+03,1.93738e+03,2.79012e+00,-5.76352e+00
2.37702e+03,6.73259e+02,1.28506e+03,2.27305e+00,-1.40873e+00
1.59853e+03,1.44009e+03,9.94264e+02,1.22537e+01,-4.93941e+00
1.58329e+03,2.16930e+03,2.58109e+03,8.08832e+00,3.65751e+00
6.40351e+02,2.57156e+03,2.96266e+03,1.27705e+00,-2.42229e+00
1.14817e+03,2.93315e+03,2.24358e+03,1.02010e+01,5.53341e+00
1.45654e+03,2.13081e+03,1.59343e+02,4.43518e+00,3.41533e-01
6.66513e+02,2.12045e+03,1.26548e+03,4.57855e+00,2.39030e+00
1.14125e+03,2.41492e+02,1.75527e+02,3.15996e+00,-2.44381e+00
2.98622e+03,1.57884e+03,8.63413e+01,8.94973e+00,-3.68893e+00
4.55939e+02,1.44260e+03,1.89183e+03,8.31345e+00,1.96259e+00
8.93668e+01,4.71446e+02,2.45891e+03,1.05362e+01,4.90645e+00
1.66355e+02,1.52297e+03,1.80939e+03,1.08766e+01,1.98069e+00
1.48025e+03,1.34071e+03,1.07642e+03,1.17767e+01,2.36669e+00
1.83155e+03,2.08180e+03,1.38612e+02,1.14229e+01,-5.18746e+00
2.63962e+03,2.86235e+03,1.41311e+03,1.89879e+00,4.24344e+00
1.05344e+03,1.67776e+03,2.66176e+03,7.36078e+00,-3.70719e+00
1.35607e+03,1.92998e+03,1.16834e+03,4.72734e+00,1.27679e+00
2.13070e+03,1.07702e+03,1.02582e+03,4.12941e+00,2.26118e+00
2.68382e+03,1.80631e+02,6.74385e+02,9.73753e+00,1.46303e+00
6.47262e+01,1.55768e+03,2.25062e+03,9.47184e+00,1.86857e+00
1.26755e+03,1.64751e+03,1.02366e+03,1.11803e+01,-2.25350e+00
5.62920e+02,3.79611e+02,1.48799e+03,9.19522e+00,-5.76736e+00
1.47084e+03,1.58791e+03,9.01987e+01,1.13151e+01,-3.14914e+00
